"country","year","greenhouse_gas_per_capita","public_expenditure_health_%gdp","fertiltiy_rate","oop_expenditure_healthcare_per_capita","youth_mortality_rate","burden_of_disease","hdi"
"Jordan",2005,3.91,4.76100832,3.75,278.21814,2.859308,29718.3108393877,0.728
"Kazakhstan",2005,19.25,2.52154179,2.26,212.0444,3.59551,45786.5161975574,0.765
"Kenya",2005,1.35,1.8454075,4.84,38.57935,9.227536,68501.7459876556,0.543
"Kuwait",2005,40.15,1.89843598,2.5,359.86508,1.436932,22180.9453081262,0.792
"Kyrgyzstan",2005,2.1,2.38059842,2.58,68.080627,4.29578,42713.3879358097,0.636
"Laos",2005,9.29,0.73460709,3.62,70.023544,11.479569,58722.3204340263,0.546
"Latvia",2005,5.94,3.63715136,1.4,336.68314,1.336955,34163.2103147303,0.816
"Lebanon",2005,4.87,3.74433295,1.75,394.21848,1.607302,26126.5914991436,0.758
"Lesotho",2005,1.9,3.309584,3.55,29.398661,13.554108,120212.987680297,0.493
"Liberia",2005,0.64,1.55346033,5.46,18.588659,15.201024,68993.5524844314,0.407
"Libya",2005,12.07,1.74911743,2.49,213.41406,2.827757,30388.4204312293,0.755
"Lithuania",2005,7.09,3.95366446,1.32,265.71854,1.14775,33408.5350417115,0.824
"Luxembourg",2005,28.91,6.74770644,1.64,638.84503,0.429748,21449.3140009663,0.889
"Madagascar",2005,8.72,2.62144999,5.05,24.050739,10.032925,59829.2033108754,0.504
"Malawi",2005,1.57,6.06636651,5.9,4.1220002,13.268532,103797.757669402,0.441
"Malaysia",2005,9.61,1.69082761,2.29,186.18413,1.137376,26451.0699157649,0.772
"Mali",2005,6.8,2.96873995,6.79,45.197811,19.790127,74125.0924183155,0.403
"Malta",2005,7.84,5.99744889,1.4,559.39093,0.809172,20682.439734966,0.843
"Mauritania",2005,3.67,2.03335606,5.18,81.655434,12.4329,47365.246646907,0.487
"Mexico",2005,5.91,2.61887786,2.5,394.08768,2.35382,26382.4167487367,0.743
"Moldova",2005,3.55,4.17613938,1.22,120.20141,2.293336,38724.4070278204,0.67
"Mongolia",2005,10.95,2.48459122,2.17,65.538017,4.562903,50695.3518338577,0.697
"Morocco",2005,2.29,1.43892587,2.59,136.72946,4.450848,37687.5497287388,0.616
"Mozambique",2005,16.72,4.30613507,5.74,3.9403818,15.820576,90282.2628962915,0.403
"Namibia",2005,15.22,3.57961972,3.67,32.067974,8.381449,84078.070092316,0.594
"Nepal",2005,1.2,1.58532843,3.29,33.265182,7.16358,42813.8197320323,0.529
"Netherlands",2005,13.3,6.66893702,1.71,367.2536,0.639417,20780.1066774679,0.91
"New Zealand",2005,19.85,6.57247519,2.05,298.79849,0.80901,22444.8927567016,0.899
"Nicaragua",2005,3.13,3.45056744,2.68,82.334908,3.434764,27517.5199516722,0.621
"Niger",2005,0.75,2.97865432,7.61,26.037073,21.314932,73979.1216769323,0.318
"Nigeria",2005,2.69,1.19778681,5.99,165.52258,18.182257,75819.6486667661,0.484
"North Macedonia",2005,5.63,4.78161478,1.53,246.12918,1.557397,26738.6240402542,0.735
"Norway",2005,15.48,7.43028203,1.84,667.79614,0.50956,21072.5447454471,0.942
"Oman",2005,19.15,2.13034788,2.95,100.7404,1.536672,27555.2162786349,0.793
"Pakistan",2005,1.94,0.68591828,4.07,74.075836,10.980109,58529.1022875472,0.526
"Panama",2005,3.18,5.20540327,2.65,211.1302,2.70076,24213.65693032,0.758
"Papua New Guinea",2005,1.5,5.47058434,4.26,4.7410827,8.512444,73892.6544781961,0.52
"Paraguay",2005,15.66,2.35519736,3.04,137.38969,3.475806,29688.2267945665,0.675
"Peru",2005,2.48,2.69389613,2.68,104.74047,3.176332,26723.7588795815,0.717
"Philippines",2005,1.7,1.50164859,3.5,86.480927,4.280072,38731.7697999392,0.665
"Poland",2005,10.79,4.29890204,1.3,223.85028,0.928708,26608.2696439687,0.835
"Portugal",2005,9.67,6.98992894,1.42,500.39371,0.639201,22074.5748854969,0.822
"Qatar",2005,70.98,2.53515165,2.57,467.47485,1.297296,26133.5739704894,0.825
"Romania",2005,6.55,4.39872381,1.38,97.900444,2.12406,31846.0442043252,0.797
"Russia",2005,17.61,3.23047876,1.29,192.87799,1.77448,46620.3360180578,0.78
"Rwanda",2005,0.55,3.19949489,5.14,18.981731,14.241076,69747.6982831834,0.485
"Saint Lucia",2005,2.89,2.89509966,1.68,301.02179,2.163778,28496.3972257529,0.731
"Saint Vincent and the Grenadines",2005,2.4,2.95904268,2.17,58.084717,2.611303,31594.9272299548,0.715
"Samoa",2005,1.71,3.5879326,4.46,30.211288,2.342046,31228.5053168785,0.693
"Sao Tome and Principe",2005,1.14,5.29330423,5.02,67.980949,7.48506,45490.10522464,0.542
"Senegal",2005,4.47,2.98243742,5.16,34.388,11.90962,53983.8858253921,0.456
"Sierra Leone",2005,2.63,2.6761741,5.86,57.815376,23.363776,85908.3197229026,0.385
"Singapore",2005,11.16,1.00375812,1.26,796.26251,0.399681,17857.4095993745,0.909
"Slovenia",2005,11.18,6.21273331,1.31,248.68436,0.559441,23566.9044678185,0.882
"Solomon Islands",2005,9.2,7.3705586,4.5,5.1459708,3.384556,49939.2113019612,0.507
"South Africa",2005,10.21,3.31589857,2.68,79.56385,9.76484,85444.1146741272,0.649
"South Korea",2005,11.65,2.81846273,1.17,500.26218,0.70912,21102.5333655684,0.884
"Spain",2005,10.01,5.8758031,1.35,470.88068,0.599389,19444.1290413365,0.865
"Sri Lanka",2005,1.39,1.85010327,2.28,59.429924,1.794709,28502.7993712379,0.745
"Sudan",2005,17.34,1.091364,5.14,87.4179,10.33792,50321.016201164,0.47
"Suriname",2005,5.17,3.46938776,2.67,128.4926,3.33695,37620.7130446735,0.703
"Sweden",2005,8.26,7.3541503,1.79,482.11917,0.45964,19525.5869412039,0.905
"Switzerland",2005,7.51,6.45940567,1.43,1274.7194,0.619439,19290.1697037962,0.932
"Tajikistan",2005,1.78,1.14381928,3.5,52.301708,6.42961,38018.7042700122,0.634
"Tanzania",2005,6.84,2.96516586,5.64,34.039375,10.942519,70029.5040818124,0.493
"Thailand",2005,5.57,2.28501586,1.57,89.442673,2.27014,28437.4568752725,0.724
"Togo",2005,5.64,1.89845596,5.18,29.661695,12.976074,70354.0786346609,0.456
"Tonga",2005,1.52,5.68038049,4.14,26.217281,2.00406,33761.5056520735,0.712
"Trinidad and Tobago",2005,33.87,2.64198168,1.77,519.58002,3.609143,32598.621380401,0.775
"Tunisia",2005,3.18,2.8660363,1.99,178.16374,2.749605,26945.4678606368,0.716
"Turkey",2005,5.12,3.69638291,2.27,142.03358,3.35295,27602.0964471476,0.734
"Turkmenistan",2005,16.65,2.02105027,2.65,407.94986,7.444453,46245.8160568612,0.673
"Uganda",2005,3.9,2.36197808,6.58,49.380909,12.742608,80505.8897323481,0.486
"Ukraine",2005,9.23,3.81173944,1.25,155.79012,1.78507,39726.6088487524,0.733
"United Arab Emirates",2005,31.31,1.36889725,2.15,577.20038,1.187866,31967.7885901686,0.836
"United Kingdom",2005,10.91,6.65834492,1.76,237.04558,0.71928,21672.4632174393,0.905
"United States",2005,24.31,6.72260898,2.06,893.86523,0.95872,24996.4084098812,0.914
"Uruguay",2005,9.83,7.06981077,2.16,151.2301,1.666688,26045.4044266401,0.773
"Uzbekistan",2005,6.4,2.27901328,2.46,71.88768,5.23285,42662.1392943809,0.666
"Vanuatu",2005,2.08,3.29299625,3.85,7.5235858,3.354718,50944.5263371409,0.591
"Venezuela",2005,9.53,2.15333243,2.63,294.65561,2.193525,27395.1417392439,0.759
"Vietnam",2005,2.76,1.41956956,1.89,57.596767,2.948096,30121.8517959933,0.654
"Yemen",2005,1.59,1.55111698,5.43,124.77554,8.178754,50159.1778746812,0.498
"Zambia",2005,32.89,3.956979,5.79,36.496342,13.061176,95752.6736467806,0.544
"Afghanistan",2004,0.61,0.9694588,6.99,74.110641,12.47308,78126.901766145,0.453
"Albania",2004,2.45,2.67940487,1.82,189.12704,2.18371,27187.8703766891,0.729
"Algeria",2004,4.26,2.56624807,2.44,94.111237,4.01145,29328.8859127612,0.719
"Angola",2004,1.95,2.40784052,6.5,66.60006,20.46528,78548.8444263245,0.522
"Antigua and Barbuda",2004,5.09,2.67979353,2.25,201.74899,1.487,26254.5806638923,0.77
"Argentina",2004,9.55,3.52239676,2.47,248.26462,1.96541,27127.1837194465,0.799
"Armenia",2004,2.54,1.4044507,1.4,258.51266,2.62559,29329.9768600627,0.724
"Australia",2004,56.86,5.72489889,1.82,527.28076,0.689362,20382.8687778174,0.921
"Austria",2004,11.79,7.79133646,1.42,605.7475,0.619439,21053.9017836544,0.886
"Azerbaijan",2004,5.42,1.02867004,1.84,341.64124,5.985492,42756.4799141606,0.736
"Bahamas",2004,11.57,2.88043563,1.86,338.27237,1.894575,30224.8689439564,0.787
"Bahrain",2004,25.85,2.26780958,2.53,286.69815,1.37692,27914.8159825133,0.794
"Bangladesh",2004,1.04,1.04206719,2.7,23.378222,7.995694,46712.4692528138,0.535
"Belarus",2004,8.8,4.922951,1.29,97.42041,1.187582,37896.4068763508,0.784
"Belgium",2004,13.55,7.1278571,1.73,550.92877,0.639376,21977.0200613743,0.899
"Belize",2004,4.15,2.50717175,3.18,101.76994,2.531267,32949.935265673,0.699
"Benin",2004,4.09,2.17523279,5.69,32.54797,15.4024,64210.7129854916,0.468
"Bhutan",2004,2.54,3.19355461,2.95,25.882338,7.25743,41227.6406569036,0.554
"Bolivia",2004,28.16,3.49227642,3.68,60.057178,7.177438,41082.4895335018,0.647
"Bosnia and Herzegovina",2004,5.29,5.17327217,1.3,229.14812,1.03874,25052.4656108656,0.72
"Botswana",2004,13.06,3.88809592,3.04,41.052814,8.631184,88814.0343188775,0.648
"Brazil",2004,10.65,3.32367559,2.03,298.8924,2.961754,33100.0146630436,0.718
"Brunei",2004,28.7,2.52226659,1.89,346.22061,1.426868,26595.0912402284,0.842
"Bulgaria",2004,8.92,4.30515357,1.3,247.60107,1.705882,30412.928039169,0.774
"Burkina Faso",2004,3.32,3.46438445,6.34,14.950297,19.088095,78232.7096826475,0.366
"Burundi",2004,0.75,2.5449521,6.76,16.859158,17.440025,100694.849042823,0.387
"Cambodia",2004,13.65,2.39232412,3.31,60.858414,8.448754,52744.9245233505,0.521
"Cameroon",2004,5.75,1.12963812,5.39,77.69175,16.45984,75222.7157157214,0.499
"Canada",2004,32.51,6.71990199,1.55,470.11899,0.729268,20627.046062391,0.899
"Cape Verde",2004,0.72,3.78935255,3.24,43.878807,3.049587,35261.2605755839,0.626
"Central African Republic",2004,85.18,1.84511524,5.41,14.854844,18.676374,119189.970318254,0.343
"Chad",2004,12.89,2.29935515,7.15,43.404007,20.46184,85612.3450309623,0.363
"Chile",2004,6.25,2.63814344,2,340.09125,1.118233,24145.9548300204,0.804
"China",2004,5.49,1.79342984,1.55,110.5475,3.000006,28737.8405989982,0.694
"Colombia",2004,4.09,4.08286676,2.24,60.244595,2.62108,27616.9637715426,0.715
"Comoros",2004,0.65,2.01043845,5.25,102.63425,10.864954,49642.1806325652,0.476
"Congo",2004,9.51,1.3696751,5.05,45.847897,11.260272,75709.7095877665,0.55
"Costa Rica",2004,2.52,5.65325926,2.11,198.32634,1.297624,21785.5623834373,0.752
"Cote d'Ivoire",2004,1.27,1.47167442,5.47,66.825386,15.69844,79186.7266112089,0.437
"Croatia",2004,6.69,5.31415871,1.37,173.10715,0.83902,25526.1588668735,0.802
"Cyprus",2004,8.64,2.81346079,1.55,704.34674,0.679133,22359.832241523,0.856
"Czechia",2004,14.91,6.15449697,1.25,142.30075,0.599356,24933.7948651359,0.857
"Democratic Republic of Congo",2004,15.39,0.71835464,6.76,9.3117056,17.214891,78967.1490522814,0.397
"Denmark",2004,12.74,8.15281889,1.78,441.68646,0.60945,22488.4694837968,0.906
"Djibouti",2004,2.75,4.60088829,3.99,37.021278,9.651399,55431.0469178914,0.441
"Dominican Republic",2004,3.13,1.38861925,2.78,193.29871,4.192422,32489.9035832968,0.696
"Ecuador",2004,3.4,1.42931442,2.83,242.94934,2.858338,29632.36973008,0.712
"Egypt",2004,2.96,1.98591149,3.05,221.81267,4.251478,41701.095915514,0.66
"El Salvador",2004,1.93,3.63530419,2.6,197.15868,3.097592,32291.5837771076,0.659
"Equatorial Guinea",2004,7.66,1.35245463,5.62,118.5757,16.245283,61309.6658269576,0.589
"Eritrea",2004,1.17,1.23601456,5.01,26.861149,8.974612,79766.6140604374,0.416
"Estonia",2004,14.7,3.87711768,1.48,157.58281,1.02805,31201.4343029792,0.839
"Eswatini",2004,2.79,3.72247657,3.93,47.847122,14.382098,123372.979436601,0.527
"Ethiopia",2004,2.35,2.37364068,5.87,8.6964188,14.9623,73149.5461655241,0.401
"Fiji",2004,2.21,2.88766334,2.91,29.209171,2.885864,43845.7907926568,0.707
"Finland",2004,16.94,6.0172661,1.8,467.08527,0.519493,22742.9435080074,0.899
"France",2004,8.94,8.20640927,1.92,215.4165,0.579483,20107.8903925771,0.878
"Gabon",2004,11.1,1.36059829,4.27,229.65497,9.266125,63499.1746818102,0.661
"Gambia",2004,2.23,2.51485024,5.86,12.301944,11.955172,56410.2953530531,0.438
"Georgia",2004,2.4,1.30724247,1.63,235.89043,2.98099,30898.7602192785,0.731
"Germany",2004,12.32,7.91981926,1.35,454.4097,0.599461,20966.2132282639,0.917
"Ghana",2004,3.39,2.39904382,4.55,108.0741,10.504058,60888.0342932943,0.547
"Grenada",2004,4.88,2.70056389,2.37,230.23701,1.706112,28682.5268851108,0.738
"Guatemala",2004,1.9,2.18862221,4.11,210.09265,4.965192,38030.733628472,0.604
"Guinea",2004,8.04,0.87968225,5.8,26.314987,16.419506,75503.9165103422,0.399
"Guinea-Bissau",2004,5.28,0.85529617,5.47,29.257805,17.462908,82957.6732634154,0.421
"Guyana",2004,6.61,4.54830727,2.88,44.062096,4.6713,42841.1470964153,0.624
"Haiti",2004,0.86,2.02926952,3.85,36.573433,11.00982,64501.2717353556,0.47
"Honduras",2004,2.08,4.20717731,3.57,105.61935,3.671962,34173.6786016838,0.591
"Hungary",2004,7.51,5.62590499,1.3,325.66214,0.958657,29887.2241409523,0.818
"Iceland",2004,13.77,7.79429638,2.04,587.07343,0.449626,18896.1591005152,0.89
"India",2004,1.86,1.02268177,3.04,73.924767,8.923528,49165.3352741338,0.57
"Indonesia",2004,4.74,0.93487114,2.52,59.782173,5.766616,43680.3825347332,0.656
"Iran",2004,7.93,2.23931692,1.87,368.37222,3.167715,33043.7102516452,0.747
"Iraq",2004,4.77,4.05040922,4.59,103.14809,4.793248,40537.6436517801,0.646
"Ireland",2004,16.9,5.59622888,1.98,345.11392,0.689272,21936.1405534864,0.906
"Israel",2004,10.37,4.47343624,2.91,536.09265,0.719188,20641.7551193109,0.882
"Italy",2004,9.76,6.41476699,1.34,552.74402,0.569494,19433.8426513718,0.868
"Jamaica",2004,4.92,2.7238551,2.4,95.768547,2.392825,25282.8735527727,0.709
"Japan",2004,11.17,6.47273952,1.3,384.57425,0.48961,17616.4414467609,0.88
"Jordan",2004,3.77,4.69232591,3.78,266.00281,2.929,30658.2707118566,0.734
"Kazakhstan",2004,19,2.29466653,2.16,202.65428,3.814498,45701.8444028229,0.763
"Kenya",2004,1.33,1.7957209,4.91,36.331753,9.824644,70173.9356418596,0.533
"Kiribati",2004,0.51,9.89208633,3.93,0.19871233,7.629059,60809.5979426984,0.584
"Kuwait",2004,37.18,2.19767641,2.55,383.89606,1.45688,22198.3983542088,0.79
"Kyrgyzstan",2004,2.2,2.27517826,2.54,60.663445,4.494306,42855.4968586351,0.636
"Laos",2004,13.48,0.80189871,3.72,67.662018,11.864953,60147.3146063173,0.539
"Latvia",2004,5.75,3.6846981,1.35,307.55396,1.40667,33644.5521336502,0.818
"Lebanon",2004,4.84,3.71197077,1.84,419.91095,1.72694,26339.1536192355,0.756
"Lesotho",2004,1.21,3.93829173,3.64,28.369867,13.56508,117923.013720818,0.489
"Liberia",2004,0.73,2.41433961,5.55,17.543179,16.22222,72239.5954315584,0.404
"Libya",2004,12.02,2.27661867,2.54,237.28986,2.957068,30772.2804124841,0.755
"Lithuania",2004,6.67,3.83247282,1.3,235.16933,1.187582,32302.6003191049,0.822
"Luxembourg",2004,28.63,6.95829766,1.65,605.66162,0.459696,21886.8524112687,0.883
"Madagascar",2004,4.93,2.43699522,5.14,22.73914,10.5651,61059.0083703268,0.503
"Malawi",2004,1.19,5.71696331,5.96,4.0151086,14.207828,107541.000320676,0.431
"Malaysia",2004,8.59,2.11804054,2.36,176.5162,1.157261,26988.2835951036,0.765
"Mali",2004,7.13,3.09188655,6.82,42.727173,20.84138,76314.5397300883,0.398
"Malta",2004,7.53,5.65368589,1.42,490.0994,0.81916,20807.7653321321,0.83
"Mauritania",2004,3.62,2.46411253,5.23,81.921814,12.62491,48219.082286187,0.484
"Mexico",2004,5.31,2.6880039,2.54,367.84937,2.45352,26540.9812806991,0.743
"Moldova",2004,3.41,4.18238012,1.22,90.580177,2.462404,38024.842830489,0.662
"Mongolia",2004,10.19,2.92676436,2.11,52.215282,4.951304,51594.559577909,0.689
"Morocco",2004,2.19,1.4295298,2.61,120.70764,4.64915,38457.089665804,0.608
"Mozambique",2004,14.87,3.52192794,5.76,3.8842864,16.6058,90421.6383244857,0.397
"Namibia",2004,17.3,3.20703876,3.71,27.20274,8.78514,84843.4127516545,0.583
"Nepal",2004,1.2,1.59032658,3.43,33.878841,7.5846,43927.5721731642,0.514
"Netherlands",2004,13.6,5.5911587,1.73,237.62033,0.66934,21164.6230338109,0.906
"New Zealand",2004,19.63,6.28157711,2.02,280.0853,0.828928,22880.9638111225,0.898
"Nicaragua",2004,2.79,3.38949817,2.74,80.010468,3.62326,27848.8839028818,0.615
"Niger",2004,0.7,1.84586396,7.63,25.562609,22.490428,76365.8398918115,0.308
"Nigeria",2004,2.13,1.41476044,6.01,158.55692,18.8304,78138.0054738688,0.49
"North Macedonia",2004,5.47,5.03928924,1.57,255.41629,1.5972,27014.545903647,0.731
"Norway",2004,16.01,7.88886077,1.83,631.00848,0.529538,21377.7287857034,0.938
"Oman",2004,18.84,2.43756173,3.03,118.89041,1.576568,28072.8544515146,0.789
"Pakistan",2004,1.93,0.67730099,4.13,54.803116,11.15215,56238.6439574803,0.522
"Panama",2004,3.31,5.68857419,2.66,200.42679,2.770283,24278.682281834,0.756
"Papua New Guinea",2004,3.19,7.60145627,4.32,5.1411276,8.610631,73826.5106959507,0.51
"Paraguay",2004,12.11,2.03157067,3.12,132.64355,3.564859,30326.5288026287,0.659
"Peru",2004,2.07,2.54376135,2.73,100.43664,3.384789,27325.7947130939,0.715
"Philippines",2004,1.69,1.30313144,3.58,60.676037,4.37841,38677.6456172127,0.659
"Poland",2004,10.79,4.24200124,1.28,230.64172,0.948674,26824.1119774442,0.828
"Portugal",2004,8.1,6.89340008,1.43,460.57858,0.699031,22536.8148169183,0.817
"Qatar",2004,77.52,3.03690401,2.71,572.93091,1.347084,26426.729455685,0.833
"Romania",2004,6.52,4.0521396,1.36,119.3834,2.283052,32542.0518185599,0.798
"Russia",2004,16.75,3.09093685,1.34,176.44807,1.903742,45508.8452166792,0.771
"Rwanda",2004,0.64,2.87595996,5.24,15.215177,15.946966,75201.690338794,0.47
"Saint Lucia",2004,2.9,2.94805247,1.74,289.25497,2.153812,28669.5599362494,0.724
"Saint Vincent and the Grenadines",2004,2.39,3.02270691,2.2,54.966225,2.611303,31881.9404667269,0.713
"Samoa",2004,1.75,3.59686078,4.46,26.014343,2.381882,31208.4992215355,0.687
"Sao Tome and Principe",2004,1.12,5.13836158,5.07,68.944702,7.964672,45433.1213930522,0.538
"Senegal",2004,4.49,2.11925709,5.2,55.637665,12.763191,55355.7415600698,0.449
"Sierra Leone",2004,3.9,2.68391726,5.97,56.619553,24.10129,86788.0618276876,0.381
"Singapore",2004,10.76,1.03025616,1.26,784.84753,0.41964,18044.354995736,0.884
"Slovenia",2004,11.05,6.22190453,1.27,219.68045,0.579415,24338.7204134425,0.878
"Solomon Islands",2004,9.65,5.18093746,4.54,4.7727132,3.43405,50116.3003637656,0.497
"South Africa",2004,9.8,3.21808613,2.7,78.333168,9.78733,84688.791908199,0.642
"South Korea",2004,11.7,2.60473856,1.18,447.38611,0.758997,21760.8669794934,0.869
"Spain",2004,9.81,5.79793601,1.33,449.6304,0.619363,19749.8940647523,0.858
"Sri Lanka",2004,1.31,2.00550879,2.28,57.616596,3.483064,37325.9216588927,0.74
"Sudan",2004,16.09,1.08072276,5.2,80.410934,10.723193,53737.5407810226,0.468
"Suriname",2004,6.63,3.32716452,2.71,130.46075,3.4462,38122.1591623976,0.677
"Sweden",2004,8.64,7.39519654,1.77,465.17468,0.479593,19953.597792601,0.899
"Switzerland",2004,7.47,6.40031136,1.42,1304.1425,0.629428,19570.6363025568,0.927
"Tajikistan",2004,1.77,0.94333442,3.53,48.430092,6.9625,38266.1923582546,0.62
"Tanzania",2004,5.79,2.56594505,5.65,37.823093,11.624125,72051.6879004098,0.486
"Thailand",2004,5.85,2.28104688,1.58,79.621887,2.37926,30321.2271091018,0.718
"Togo",2004,2.6,1.6843732,5.23,30.104124,13.330901,70608.8132298891,0.449
"Tonga",2004,1.52,4.05093463,4.18,24.506798,2.014024,33942.8830736219,0.706
"Trinidad and Tobago",2004,29.77,2.59977723,1.76,495.14264,3.618814,33222.463549901,0.772
"Tunisia",2004,3.25,2.91368591,2,167.55334,2.89873,27369.3545938286,0.71
"Turkey",2004,4.98,3.82607109,2.31,108.78558,3.59053,28364.7077854519,0.718
"Uganda",2004,2.54,2.26555177,6.65,36.241104,13.567195,84813.8630317657,0.477
"Ukraine",2004,9.63,3.86974701,1.2,154.7845,1.86468,39375.8586187643,0.727
"United Arab Emirates",2004,34.25,1.45604253,2.24,639.63245,1.2277,32569.5329604851,0.835
"United Kingdom",2004,11.05,6.48242997,1.72,238.07437,0.739256,21915.5715854465,0.899
"United States",2004,24.74,6.69810039,2.06,849.38666,0.968704,24946.4363778041,0.91
"Uruguay",2004,9.83,7.29388409,2.17,145.04784,1.756352,26562.5140156892,0.778
"Uzbekistan",2004,6.62,2.26249735,2.48,66.382713,5.511388,42447.2666763857,0.659
"Vanuatu",2004,2.13,3.52465699,3.95,7.3025527,3.344772,50970.9430215626,0.59
"Venezuela",2004,9.82,2.15814063,2.66,276.82236,2.273088,28326.0153345309,0.753
"Vietnam",2004,2.74,1.39364958,1.89,49.695976,3.03725,30483.2457817502,0.656
"Yemen",2004,1.47,1.85433054,5.6,116.37697,8.650024,51681.9584923698,0.491
"Zambia",2004,31.45,3.65708439,5.86,36.18005,14.118832,99580.115945325,0.533
"Afghanistan",2003,0.64,0.60790041,7.14,69.647163,12.857341,79011.7493892429,0.437
"Albania",2003,2.58,2.25210415,1.9,186.17776,2.333035,27543.5374960681,0.724
"Algeria",2003,4.31,2.80223702,2.41,73.26931,4.18956,30212.4293886807,0.709
"Angola",2003,1.97,2.04436936,6.54,58.683792,21.444479,80312.030770386,0.502
"Antigua and Barbuda",2003,4.8,2.95001301,2.27,195.61234,1.54675,26455.6398824657,0.777
"Argentina",2003,9,4.25102319,2.5,244.29102,2.025248,28072.6793457084,0.795
"Armenia",2003,2.31,1.51657027,1.4,135.85745,2.755356,29926.966189429,0.727
"Australia",2003,51.45,5.50612734,1.79,488.10504,0.709292,20685.3662917237,0.92
"Austria",2003,11.41,7.73647976,1.38,580.50183,0.639376,21412.1754061133,0.884
"Azerbaijan",2003,5.36,0.82967797,1.87,247.23689,6.413045,43184.1210017125,0.719
"Bahamas",2003,11.26,2.64788612,1.89,294.32901,1.924348,30184.1554696746,0.79
"Bahrain",2003,26.38,2.50112365,2.6,301.90851,1.416723,28343.8218213185,0.796
"Bangladesh",2003,1.05,0.97554807,2.8,21.509993,8.345159,47822.5997543888,0.523
"Belarus",2003,8.37,4.86575549,1.26,89.20282,1.2673,38695.8932622012,0.774
"Belgium",2003,13.88,6.91809655,1.7,583.09381,0.659311,22429.943237608,0.899
"Belize",2003,13.39,2.58939431,3.28,100.10165,2.580886,33517.2884447218,0.7
"Benin",2003,4.9,2.21126653,5.75,32.056587,15.83266,65307.0099014635,0.462
"Bhutan",2003,2.35,3.74901945,3.09,25.522577,7.670334,42384.9042439016,0.543
"Bolivia",2003,14.14,3.49627892,3.77,59.999756,7.543809,41962.800093261,0.64
"Bosnia and Herzegovina",2003,4.93,5.47854787,1.33,132.38573,1.06862,25487.2594906659,0.719
"Botswana",2003,9.69,2.9697964,3.11,46.34362,9.025471,89535.1959863639,0.639
"Brazil",2003,8.9,3.08032817,2.1,281.50723,3.16088,33738.528212045,0.716
"Brunei",2003,30.45,2.59353869,1.95,350.77072,1.446724,26805.6187301102,0.84
"Bulgaria",2003,9.01,4.61796296,1.26,229.48645,1.80547,30643.3530036539,0.771
"Burkina Faso",2003,3.45,2.60425299,6.4,11.722876,19.733427,80236.4389417819,0.357
"Burundi",2003,0.76,1.34518824,6.82,16.873375,18.38581,105800.515132597,0.372
"Cambodia",2003,8.25,2.41616427,3.41,58.50531,9.28754,54608.2040380081,0.521
"Cameroon",2003,10.11,1.33172801,5.43,75.766457,16.844466,75818.9395423824,0.492
"Canada",2003,30.03,6.69424365,1.53,444.59943,0.739207,20890.5541819519,0.899
"Cape Verde",2003,0.69,3.74687164,3.36,40.652386,3.168643,35920.7222941131,0.625
"Central African Republic",2003,133.84,2.07681191,5.44,13.783196,18.895348,119602.781053324,0.337
"Chad",2003,14.16,2.26832029,7.21,30.549021,20.853415,86954.4827414313,0.348
"Chile",2003,5.96,2.68754976,2.02,337.78662,1.1481,24280.8017413059,0.806
"China",2003,4.83,1.74652999,1.54,104.58297,3.27844,29518.6227357733,0.685
"Colombia",2003,3.87,4.89927743,2.27,34.958031,2.690611,28407.8590380791,0.71
"Comoros",2003,0.66,1.81547484,5.28,103.4278,10.99989,51115.0840455693,0.47
"Congo",2003,9.96,1.30017916,5.07,49.280216,11.96906,78283.3132201417,0.536
"Costa Rica",2003,2.52,6.45027529,2.16,189.36703,1.337536,22032.5489207129,0.75
"Cote d'Ivoire",2003,1.27,1.33833361,5.52,55.662441,16.0678,80579.7987110382,0.43
"Croatia",2003,6.76,5.24281713,1.38,143.28142,0.88889,26225.7868318744,0.803
"Cyprus",2003,8.95,3.08262686,1.58,655.48901,0.72901,22640.3968459325,0.852
"Czechia",2003,15.48,6.40447404,1.21,132.01282,0.62928,25572.9182592878,0.854
"Democratic Republic of Congo",2003,14.56,0.70002684,6.81,8.119133,17.721224,80974.2484349818,0.39
"Denmark",2003,13.91,8.03990036,1.76,399.52454,0.629428,22899.2356707114,0.909
"Djibouti",2003,2.76,4.16769658,4.12,38.054039,9.955306,55525.8987850108,0.435
"Dominican Republic",2003,3.16,1.82087737,2.81,188.75851,4.271712,31546.9434659523,0.695
"Ecuador",2003,3.32,1.42571458,2.87,221.31413,2.987301,29719.21282578,0.711
"Egypt",2003,2.86,2.06854796,3.09,230.26936,4.4402,42244.1914947684,0.658
"El Salvador",2003,1.88,3.75017367,2.69,201.0128,3.256608,31855.9549909823,0.659
"Eritrea",2003,1.2,1.291689,5.07,30.845444,9.401236,81042.1034269363,0.407
"Estonia",2003,14.19,3.77500917,1.43,131.39436,1.117705,32006.1052545033,0.841
"Eswatini",2003,2.42,3.7192249,3.98,44.315796,14.506696,119923.36693979,0.517
"Ethiopia",2003,2.37,2.55636891,6.04,8.5717468,15.79012,76289.8125972463,0.394
"Fiji",2003,2.37,2.70026476,2.95,24.496275,2.885536,44493.7927710374,0.703
"Finland",2003,18.23,5.93223251,1.76,435.27405,0.52948,22675.1401580465,0.904
"France",2003,9.07,8.12782088,1.89,210.57979,0.609412,20726.0215918298,0.878
